gesture_num,0_x,0_y,1_x,1_y,2_x,2_y,3_x,3_y,4_x,4_y,5_x,5_y,6_x,6_y,7_x,7_y,8_x,8_y,9_x,9_y,10_x,10_y,11_x,11_y,12_x,12_y,13_x,13_y,14_x,14_y,15_x,15_y,16_x,16_y,17_x,17_y,18_x,18_y,19_x,19_y,20_x,20_y
1,0.6474632024765015,0.9521470069885254,0.6025185585021973,0.925498902797699,0.5611263513565063,0.8557957410812378,0.5434672832489014,0.7904180288314819,0.5480226874351501,0.7322761416435242,0.5814998149871826,0.7076597213745117,0.560193657875061,0.5954909324645996,0.5482436418533325,0.5355231761932373,0.54023277759552,0.4795415699481964,0.6140197515487671,0.7028297781944275,0.5789069533348083,0.669424295425415,0.5807297229766846,0.7703380584716797,0.5937114953994751,0.8138595819473267,0.6453976631164551,0.7151051163673401,0.6111790537834167,0.7047685384750366,0.6129358410835266,0.7944693565368652,0.6277412176132202,0.8255598545074463,0.6785874366760254,0.7384054660797119,0.6460245847702026,0.7247182726860046,0.642345130443573,0.7897703647613525,0.6535477042198181,0.8171806931495667
1,0.6560304164886475,0.947844386100769,0.6093127727508545,0.9111238718032837,0.5664103031158447,0.8346349000930786,0.5526286363601685,0.7598238587379456,0.5707903504371643,0.7080540657043457,0.5932385921478271,0.7027544975280762,0.5732148885726929,0.5904679894447327,0.5608460307121277,0.5297027826309204,0.5530303716659546,0.4696762263774872,0.6249908804893494,0.6996673941612244,0.5938202142715454,0.658257246017456,0.5962371230125427,0.7531864643096924,0.6117704510688782,0.7869142293930054,0.6552342176437378,0.7126393914222717,0.6252202987670898,0.6862823963165283,0.6246604323387146,0.7735354900360107,0.6408339738845825,0.8015592098236084,0.6878387928009033,0.7345386743545532,0.6558054089546204,0.7093697786331177,0.6514027118682861,0.7722895741462708,0.6647917032241821,0.7957960367202759
1,0.658242404460907,0.9360393285751343,0.6140993237495422,0.9020279049873352,0.5736403465270996,0.8239241242408752,0.5616939067840576,0.7469595670700073,0.5805193781852722,0.6938105225563049,0.5973283648490906,0.6927586793899536,0.5783811211585999,0.5792513489723206,0.5667837858200073,0.5170328617095947,0.56011563539505,0.4566570818424225,0.6307511925697327,0.6902129054069519,0.5999118685722351,0.6478288769721985,0.6023162603378296,0.7485261559486389,0.6182762980461121,0.7757675051689148,0.6609653234481812,0.7030529975891113,0.6319266557693481,0.6767985224723816,0.6293231844902039,0.7680099606513977,0.6452921032905579,0.7909530997276306,0.6931870579719543,0.7242089509963989,0.6625127196311951,0.7023740410804749,0.657687783241272,0.7666656970977783,0.671713650226593,0.7846457362174988
1,0.6591875553131104,0.9321200847625732,0.6143783330917358,0.8929907083511353,0.5763020515441895,0.8173494338989258,0.5657312870025635,0.7449541091918945,0.5821529030799866,0.6931166052818298,0.599010169506073,0.6868817806243896,0.5806329250335693,0.5757691264152527,0.5699952840805054,0.5137361288070679,0.5633209943771362,0.4521789848804474,0.6312272548675537,0.6856086850166321,0.6034100651741028,0.64756840467453,0.6053059697151184,0.744229257106781,0.6192575097084045,0.7788698077201843,0.6622238159179688,0.6988455057144165,0.6342617273330688,0.6754130721092224,0.6320568919181824,0.765087902545929,0.6457616090774536,0.791459858417511,0.6953071355819702,0.7208888530731201,0.6659180521965027,0.696434497833252,0.6603102684020996,0.7605129480361938,0.6716450452804565,0.7828221917152405
1,0.6590945720672607,0.9257940053939819,0.6153588891029358,0.8872499465942383,0.5769854784011841,0.8092578649520874,0.5676685571670532,0.7344523072242737,0.5880026817321777,0.6874122619628906,0.5992185473442078,0.6792216300964355,0.5817270278930664,0.5679895877838135,0.5717577338218689,0.5058019161224365,0.5659795999526978,0.4437989890575409,0.6321310997009277,0.677865743637085,0.6040536761283875,0.6435718536376953,0.6049421429634094,0.7394333481788635,0.6190361976623535,0.7706272602081299,0.6633971333503723,0.6916638612747192,0.6354963183403015,0.6689727902412415,0.632439136505127,0.7573458552360535,0.6463000178337097,0.7828096151351929,0.6966184377670288,0.7144450545310974,0.6676275134086609,0.689473569393158,0.6614950299263,0.7524974942207336,0.6729409694671631,0.7739642858505249
1,0.6610453128814697,0.9223688244819641,0.6166774034500122,0.8843895196914673,0.5774263739585876,0.8047346472740173,0.568260669708252,0.7292648553848267,0.5896686315536499,0.6845754981040955,0.6000258326530457,0.6768685579299927,0.5820062756538391,0.563936173915863,0.5719266533851624,0.5018942356109619,0.5664559602737427,0.4387206733226776,0.6332594156265259,0.6753146648406982,0.605259358882904,0.6372511982917786,0.6050405502319336,0.7339944243431091,0.6187885403633118,0.7637892365455627,0.6647552251815796,0.6889752745628357,0.6378610730171204,0.6640722751617432,0.6343812942504883,0.7526816129684448,0.6485278606414795,0.7754529714584351,0.6983081102371216,0.7115215063095093,0.6702772378921509,0.6857589483261108,0.664270281791687,0.7477714419364929,0.676456868648529,0.7658707499504089
1,0.667837381362915,0.9038593769073486,0.6217113733291626,0.8624638319015503,0.582261860370636,0.7886174917221069,0.5714665055274963,0.711489200592041,0.5950829386711121,0.662737250328064,0.6033830046653748,0.6599442362785339,0.5869434475898743,0.5474866032600403,0.5773102641105652,0.4877067506313324,0.5725548267364502,0.42771047353744507,0.6370105743408203,0.6608292460441589,0.612433910369873,0.6193290948867798,0.6121208071708679,0.7134485840797424,0.6251685619354248,0.7437660694122314,0.6680606603622437,0.6751676797866821,0.6453130841255188,0.6436684727668762,0.6407238841056824,0.7299529314041138,0.6534780859947205,0.7546076774597168,0.7013078331947327,0.6976158618927002,0.6766617298126221,0.664351761341095,0.669965386390686,0.7253477573394775,0.6808884143829346,0.747180163860321
1,0.6700741052627563,0.8905063271522522,0.6237550377845764,0.8468499183654785,0.585052490234375,0.7769896388053894,0.5747036933898926,0.7044840455055237,0.5952172875404358,0.6513184905052185,0.6056889295578003,0.6510777473449707,0.5888931155204773,0.5382005572319031,0.5795271992683411,0.47724637389183044,0.5740658044815063,0.4174312651157379,0.6380298137664795,0.6528291702270508,0.6169964075088501,0.6072371006011963,0.6156406998634338,0.6974892616271973,0.6256849765777588,0.737052321434021,0.6695177555084229,0.6672958731651306,0.6486542820930481,0.6319602727890015,0.6441900730133057,0.7152835726737976,0.6552923917770386,0.7471972107887268,0.7036815881729126,0.6893244385719299,0.6808624267578125,0.6509199738502502,0.6729946136474609,0.7094964981079102,0.6811972856521606,0.7358238101005554
1,0.6714015603065491,0.8759811520576477,0.6244677901268005,0.8331144452095032,0.5853411555290222,0.7623822093009949,0.5754616260528564,0.6891927123069763,0.5985754132270813,0.6375395059585571,0.6070846319198608,0.6390002965927124,0.5906078219413757,0.5265642404556274,0.5810271501541138,0.46611839532852173,0.5753644704818726,0.4070337116718292,0.639607846736908,0.640794575214386,0.6175281405448914,0.5953426361083984,0.6176729202270508,0.6877666115760803,0.6290249824523926,0.7269633412361145,0.6710901260375977,0.6547781825065613,0.6488078236579895,0.6198257207870483,0.6452370882034302,0.7054046988487244,0.6574323773384094,0.7374491691589355,0.7055119276046753,0.676169216632843,0.6820062398910522,0.6363155841827393,0.6743881702423096,0.6961248517036438,0.6831429600715637,0.7231916189193726
1,0.6711645126342773,0.8633846640586853,0.6243261098861694,0.8217656016349792,0.5858763456344604,0.749602198600769,0.5773493647575378,0.6766365170478821,0.599554181098938,0.6263395547866821,0.6071339845657349,0.6287541389465332,0.5907502174377441,0.5167739987373352,0.5819527506828308,0.4552955627441406,0.5766303539276123,0.39681577682495117,0.6392866373062134,0.6301212310791016,0.6179999709129333,0.583979606628418,0.6183211207389832,0.6747355461120605,0.6293664574623108,0.71772700548172,0.6708307266235352,0.6433426737785339,0.6489902138710022,0.6070459485054016,0.6459270119667053,0.6922081708908081,0.6576184034347534,0.7277851104736328,0.7054136395454407,0.664135754108429,0.6832699179649353,0.6227821707725525,0.675513505935669,0.6814896464347839,0.6827827095985413,0.7101033329963684
